,symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
46,AA,1962-03-08,0.0106234506101,0.0105591780925,0.0106655940849,0.010623392278,100800,0.000444967116593,0.0,0.608077,0.018468,69.690002,70.370003,69.400002,70.190002,3210000.0,70.190002
47,AA,1962-03-09,0.0106234506101,0.0105795295522,0.0107278646336,0.0106644625761,174400,0.000446687504076,0.002494,0.608899,0.016845,70.190002,70.709999,70.0,70.419998,3340000.0,70.419998
48,AA,1962-03-12,0.0107261856049,0.0108440252863,0.0108316093732,0.0109110402016,131200,0.00045701534746,0.014972,0.609993,0.026452,70.419998,70.760002,70.019997,70.400002,3280000.0,70.400002
49,AA,1962-03-13,0.0109111001131,0.0108440252863,0.0109353541128,0.0109315945837,88000,0.000457876231012,0.001248,0.611069,0.02221,70.400002,70.860001,70.059998,70.599998,3200000.0,70.599998
50,AA,1962-03-14,0.0109316546081,0.010864376746,0.0110390978563,0.0109521499521,134400,0.000458737114565,0.001248,0.611384,0.017344,70.599998,71.25,70.480003,70.910004,3670000.0,70.910004
51,AA,1962-03-15,0.0109522100894,0.0109457444987,0.0110598553699,0.0109521499521,100800,0.000458737114565,0.0,0.611501,0.013476,70.910004,71.440002,70.589996,71.059998,3250000.0,71.059998
52,AA,1962-03-16,0.0109933190793,0.0109457444987,0.0111013684051,0.0110138140847,121600,0.000461319765221,0.003744,0.611693,0.013601,71.059998,71.339996,70.669998,70.940002,3060000.0,70.940002
53,AA,1962-03-19,0.0109727645843,0.010864376746,0.0107278646336,0.0106850169582,182400,0.000447548387629,-0.019964,0.61151,0.007112,70.940002,71.309998,70.529999,70.849998,3220000.0,70.849998
54,AA,1962-03-20,0.0106850756287,0.0106609373445,0.010790095342,0.0107261267087,62400,0.000449270154733,0.002496,0.611824,0.00499,70.849998,71.080002,70.400002,70.660004,3060000.0,70.660004
55,AA,1962-03-21,0.0107261856049,0.0108236728499,0.0108316093732,0.0108905252719,102400,0.000456155843529,0.009982,0.612387,0.00337,70.660004,70.93,70.160004,70.510002,3360000.0,70.510002
56,AA,1962-03-22,0.0109316546081,0.0110474646878,0.0110390978563,0.0111576178271,139200,0.000467343190844,0.016218,0.61325,0.016344,70.510002,70.839996,70.139999,70.400002,3130000.0,70.400002
57,AA,1962-03-23,0.0111576790926,0.0111492239398,0.0111843566271,0.0110959931469,158400,0.000464761919809,-0.003742,0.614112,0.009982,70.400002,70.779999,70.120003,70.449997,3050000.0,70.449997
58,AA,1962-03-26,0.011096054074,0.011027152291,0.0112051131447,0.0110959931469,78400,0.000464761919809,0.0,0.615272,0.008859,70.449997,70.629997,69.730003,69.889999,3040000.0,69.889999
59,AA,1962-03-27,0.011096054074,0.0109864483949,0.0109976246616,0.0108905252719,105600,0.000456155843529,-0.012476,0.616431,0.003368,69.889999,70.199997,69.410004,69.699997,3090000.0,69.699997
60,AA,1962-03-28,0.0108905850708,0.0108236728499,0.0109353541128,0.0108494155214,88000,0.000454434076425,-0.002496,0.617689,0.00524,69.699997,70.330002,69.540001,70.040001,2940000.0,70.040001
61,AA,1962-03-29,0.0107878500761,0.0106812888042,0.0107486221472,0.0106439476464,78400,0.000445828000145,-0.012476,0.618698,0.015845,70.040001,70.5,69.809998,70.010002,2870000.0,70.010002
62,AA,1962-03-30,0.0106234506101,0.0105185132593,0.0104788621193,0.0105001034653,153600,0.000439803194901,-0.008734,0.619532,0.02146,70.010002,70.089996,69.160004,69.550003,2950000.0,69.550003
63,AA,1962-04-02,0.0105001611204,0.0104167940468,0.0105410928277,0.0104589947011,92800,0.000438081427797,-0.002496,0.620266,0.022584,69.550003,69.82,69.129997,69.370003,2790000.0,69.370003
64,AA,1962-04-03,0.0104590521305,0.0106202334484,0.0105410928277,0.0107261267087,54400,0.000449270154733,0.01622,0.621275,0.006364,69.370003,69.529999,68.529999,68.809998,3350000.0,68.809998
65,AA,1962-04-04,0.0107467400998,0.0107219536374,0.0108523658908,0.0107466810908,35200,0.000450131038285,0.001248,0.622384,0.004243,68.809998,69.220001,68.330002,68.489998,3290000.0,68.489998
66,AA,1962-04-05,0.0107467400998,0.0106405849081,0.0106241208901,0.0106439476464,206400,0.000445828000145,-0.006238,0.623442,0.007362,68.489998,69.089996,68.120003,68.910004,3130000.0,68.910004
67,AA,1962-04-06,0.0106645211337,0.0106812888042,0.0107693388244,0.0106644625761,105600,0.000446687504076,0.001246,0.624649,0.003496,68.910004,69.419998,68.580002,68.839996,2730000.0,68.839996
68,AA,1962-04-09,0.0106028961152,0.0104981617995,0.0106241208901,0.0106028378959,86400,0.000444106233041,-0.003742,0.625732,0.004244,68.839996,69.019997,68.089996,68.309998,3020000.0,68.309998
69,AA,1962-04-10,0.0106028961152,0.0105388656956,0.0105826068589,0.0105206588337,20800,0.000440664078453,-0.00499,0.62674,0.006988,68.309998,68.800003,67.940002,68.559998,2880000.0,68.559998
70,AA,1962-04-11,0.0105207166017,0.0104981617995,0.0104788621193,0.0103768146526,92800,0.000434639273209,-0.008734,0.627449,0.012852,68.559998,69.260002,68.239998,68.410004,3240000.0,68.410004
71,AA,1962-04-12,0.0103768716307,0.0103353862546,0.0104581056017,0.0104178849506,126400,0.000436358970882,0.002493,0.628233,0.008986,68.410004,68.43,67.470001,67.900002,3320000.0,67.900002
72,AA,1962-04-13,0.0104179421543,0.0103760901507,0.0104581056017,0.0104178849506,153600,0.000436358970882,0.0,0.629091,0.008487,67.900002,68.110001,67.029999,67.900002,3470000.0,67.900002
73,AA,1962-04-16,0.0104179421543,0.0103557386909,0.0104581056017,0.0104589947011,91200,0.000438081427797,0.002497,0.630049,0.00599,67.900002,68.190002,67.209999,67.599998,3070000.0,67.599998
74,AA,1962-04-17,0.0104590521305,0.0104371455066,0.0105410928277,0.0105412132158,110400,0.000441524962006,0.004992,0.631032,0.000125,67.599998,68.199997,67.239998,67.900002,2940000.0,67.900002
75,AA,1962-04-18,0.0105412710966,0.0105185132593,0.0105410928277,0.0104795490832,100800,0.000438942311349,-0.003744,0.63203,0.001997,67.900002,68.720001,67.830002,68.269997,3350000.0,68.269997
76,AA,1962-04-19,0.0104796066255,0.0105185132593,0.0105410928277,0.0104589947011,134400,0.000438081427797,-0.001248,0.632928,0.002122,68.269997,68.900002,68.07,68.589996,3100000.0,68.589996
77,AA,1962-04-23,0.0104796066255,0.0104981617995,0.0105826068589,0.0105617281455,188800,0.000442384465937,0.006238,0.634001,0.00474,68.589996,69.010002,68.169998,68.529999,3240000.0,68.529999
78,AA,1962-04-24,0.0106028961152,0.0105795295522,0.010707108116,0.0106028378959,112000,0.000444106233041,0.002496,0.635249,0.007236,68.529999,68.910004,68.160004,68.459999,3040000.0,68.459999
79,AA,1962-04-25,0.0106028961152,0.0104981617995,0.0103751183757,0.0102740812082,124800,0.00043033623507,-0.019962,0.636122,0.011229,68.459999,68.580002,67.529999,67.709999,3340000.0,67.709999
80,AA,1962-04-26,0.0102741376223,0.0101726507491,0.010229859605,0.0101302370271,158400,0.000424310740015,-0.008735,0.636671,0.018467,67.709999,67.970001,66.919998,67.050003,3650000.0,67.050003
81,AA,1962-04-27,0.0101302926513,0.0102133146058,0.010229859605,0.0101507923955,105600,0.000425171623567,0.001248,0.63742,0.015597,67.050003,67.610001,65.989998,66.300003,4140000.0,66.300003
82,AA,1962-04-30,0.0101508481326,0.0100708914972,0.0101675890562,0.0100891282629,120000,0.000422588972911,-0.003744,0.638194,0.017345,66.300003,66.900002,64.949997,65.239998,4150000.0,65.239998
83,AA,1962-05-01,0.0100891836614,0.00998952374443,0.0101053583478,0.0100891282629,139200,0.000422588972911,0.0,0.638793,0.015099,65.239998,65.940002,63.759998,65.699997,5100000.0,65.699997
84,AA,1962-05-02,0.0100891836614,0.0100098752042,0.00991858654188,0.00986310501949,102400,0.000413122013079,-0.013724,0.639018,0.024706,65.699997,66.669998,65.559998,65.989998,3780000.0,65.989998
85,AA,1962-05-03,0.00992478419545,0.00992850745148,0.0100223312814,0.0100275035827,57600,0.000420007701875,0.009982,0.639243,0.011979,65.989998,66.93,65.809998,66.529999,3320000.0,66.529999
86,AA,1962-05-04,0.0100070031616,0.00990815501514,0.0098771133471,0.00982199526899,72000,0.000411400245975,-0.012478,0.639118,0.020589,66.529999,66.800003,65.800003,66.239998,3010000.0,66.239998
